week,pick,opponent,win_prob
6,GB,CIN,1.0
7,KC,LV,1.0
8,IND,TEN,1.0
9,LAR,NO,1.0
10,DEN,LV,1.0
11,BAL,CLE,1.0
12,DET,NYG,0.8898
13,LAC,LV,0.8615
14,BUF,CIN,0.9087
15,PHI,LV,0.927
16,HOU,LV,0.8067
17,NE,NYJ,0.8768
18,JAX,TEN,0.8356
