week,pick,opponent,win_prob
6,GB,CIN,1.0
7,CHI,NO,0.7536
8,TB,NO,0.7834
9,LAR,NO,0.7755
10,SEA,ARI,0.676
11,NE,NYJ,0.8244
12,BAL,NYJ,0.7551
13,ATL,NYJ,0.6601
14,BUF,CIN,0.8474
15,SF,TEN,0.8144
16,KC,TEN,0.8219
17,PIT,CLE,0.6932
18,JAX,TEN,0.6968
